database_version,material_id,formula,composition_key,elements,n_elements,spacegroup_no,crystal_system,e_above_hull,band_gap,theoretical,icsd_ids,pauling_ids,last_updated,disposition,disposition_reason,ranking_score,ensemble_spread,ad_distance,screen_rank,evidence_state
2026.04.13,mp-777817,Li2Mn2(SO4)3,Li:0.10526316|Mn:0.10526316|O:0.63157895|S:0.15789474,Li;Mn;O;S,4,60,Orthorhombic,0.0048130574999971,4.4361,True,,,2021-02-05 08:42:04.684000+00:00,oxygen_scope_exclusion,contains oxygen; outside the declared Li-S scope,-6.321964080056696,0.28523418945707085,3.033487903157583,126,not_applicable
2026.04.13,mp-777931,Li2Sn2(SO4)3,Li:0.10526316|O:0.63157895|S:0.15789474|Sn:0.10526316,Li;O;S;Sn,4,61,Orthorhombic,0.0314418684210471,3.8156,True,,,2014-03-11 10:28:30+00:00,oxygen_scope_exclusion,contains oxygen; outside the declared Li-S scope,-8.42115906771497,0.4109759663192654,3.768687292853232,221,not_applicable
2026.04.13,mp-778578,Li2Co2(SO4)3,Co:0.10526316|Li:0.10526316|O:0.63157895|S:0.15789474,Co;Li;O;S,4,60,Orthorhombic,0.0128998106578954,2.9645,True,,,2021-02-05 15:50:45.632000+00:00,oxygen_scope_exclusion,contains oxygen; outside the declared Li-S scope,-6.845543718681456,0.2548666783590178,5.914058305524966,164,not_applicable
2026.04.13,mp-779809,LiSb(SO4)2,Li:0.08333333|O:0.66666667|S:0.16666667|Sb:0.08333333,Li;O;S;Sb,4,7,Monoclinic,0.0252034090625192,3.2512,True,,,2020-04-29 10:04:54.314000+00:00,oxygen_scope_exclusion,contains oxygen; outside the declared Li-S scope,-8.093976825015156,0.3467751476524027,3.688120889396346,217,not_applicable
2026.04.13,mp-780338,LiCr(SO4)2,Cr:0.08333333|Li:0.08333333|O:0.66666667|S:0.16666667,Cr;Li;O;S,4,7,Monoclinic,0.0224331595833344,2.136,True,,,2021-02-05 04:54:17.621000+00:00,oxygen_scope_exclusion,contains oxygen; outside the declared Li-S scope,-7.394193442970562,0.3790522606172683,2.8029427838113636,200,not_applicable
2026.04.13,mp-780523,LiFe(SO4)2,Fe:0.08333333|Li:0.08333333|O:0.66666667|S:0.16666667,Fe;Li;O;S,4,7,Monoclinic,0.0270697993750061,1.9499,True,,,2021-02-06 06:59:27.253000+00:00,oxygen_scope_exclusion,contains oxygen; outside the declared Li-S scope,-6.032031738721995,0.2693192324485203,7.524291226144288,99,not_applicable
2026.04.13,mp-780594,Li2Fe(SO4)2,Fe:0.07692308|Li:0.15384615|O:0.61538462|S:0.15384615,Fe;Li;O;S,4,61,Orthorhombic,0.0075716631730724,4.5495,True,,,2021-02-05 20:56:03.358000+00:00,oxygen_scope_exclusion,contains oxygen; outside the declared Li-S scope,-7.37967733524116,0.3598049813594391,6.718783694381001,197,not_applicable
2026.04.13,mp-8430,KLiS,K:0.33333333|Li:0.33333333|S:0.33333333,K;Li;S,3,129,Tetragonal,0.0,3.0571,False,icsd-290450;icsd-47229,,2022-09-16 22:50:31.301000+00:00,screen_candidate,outside OBELiX composition set,-5.795971996487188,0.33723332437584824,13.648313305342356,77,extrapolative
2026.04.13,mp-8452,NaLiS,Li:0.33333333|Na:0.33333333|S:0.33333333,Li;Na;S,3,129,Tetragonal,0.0,2.2642,False,icsd-61091,,2023-10-07 23:35:27.492000+00:00,screen_candidate,outside OBELiX composition set,-4.846235216378641,0.28051344697402836,5.05125752580491,41,high_score_lower_risk
2026.04.13,mp-849740,LiFe(SO4)2,Fe:0.08333333|Li:0.08333333|O:0.66666667|S:0.16666667,Fe;Li;O;S,4,1,Triclinic,0.02824912225695,2.0749,True,,,2021-02-24 04:40:08.570000+00:00,oxygen_scope_exclusion,contains oxygen; outside the declared Li-S scope,-6.032031738721995,0.2693192324485203,7.524291226144288,100,not_applicable
2026.04.13,mp-850862,Li2Cr(SO4)2,Cr:0.07692308|Li:0.15384615|O:0.61538462|S:0.15384615,Cr;Li;O;S,4,61,Orthorhombic,0.035952404697805,2.3360999999999996,True,,,2021-02-06 07:47:47.831000+00:00,oxygen_scope_exclusion,contains oxygen; outside the declared Li-S scope,-8.056935163534177,0.3810429484687406,3.084869796916185,216,not_applicable
2026.04.13,mp-850927,Li2Co(SO4)2,Co:0.07692308|Li:0.15384615|O:0.61538462|S:0.15384615,Co;Li;O;S,4,61,Orthorhombic,0.0086382949038466,3.0926,True,,,2021-02-06 04:55:13.382000+00:00,oxygen_scope_exclusion,contains oxygen; outside the declared Li-S scope,-7.289627494227732,0.34273498969163874,5.2456613078793195,188,not_applicable
2026.04.13,mp-853967,LiCuS,Cu:0.33333333|Li:0.33333333|S:0.33333333,Cu;Li;S,3,70,Orthorhombic,0.0055507370138876,1.5648000000000004,True,,,2023-10-07 13:11:38.106000+00:00,redox_electronic_risk,Cu,-7.3099130622077935,0.3527264792868809,5.214030190723422,192,not_applicable
2026.04.13,mp-861182,Li4TiS4,Li:0.44444444|S:0.44444444|Ti:0.11111111,Li;S;Ti,3,121,Tetragonal,0.0116382425000001,2.4707,True,,,2023-10-07 19:40:52.012000+00:00,screen_candidate,outside OBELiX composition set,-6.438284208286736,0.2382872356235137,5.5711151074456655,139,unflagged
2026.04.13,mp-861184,Li2WS4,Li:0.28571429|S:0.57142857|W:0.14285714,Li;S;W,3,111,Tetragonal,0.0367302628571417,1.9196,True,,,2023-10-07 08:54:22.325000+00:00,redox_electronic_risk,W,-6.024220813617544,0.31714556020978035,10.900119699432995,96,not_applicable
2026.04.13,mp-861449,LiCr(SO4)2,Cr:0.08333333|Li:0.08333333|O:0.66666667|S:0.16666667,Cr;Li;O;S,4,1,Triclinic,0.0257675007986124,2.2689,True,,,2021-02-23 04:22:48.827000+00:00,oxygen_scope_exclusion,contains oxygen; outside the declared Li-S scope,-7.394193442970562,0.3790522606172683,2.8029427838113636,201,not_applicable
2026.04.13,mp-8751,RbLiS,Li:0.33333333|Rb:0.33333333|S:0.33333333,Li;Rb;S,3,129,Tetragonal,0.0,2.745,False,icsd-67254,,2022-09-16 22:13:31.435000+00:00,screen_candidate,outside OBELiX composition set,-6.037285009314683,0.31861086571292574,16.77832351481711,101,extrapolative
2026.04.13,mp-942700,LiNiSO4F,F:0.12500000|Li:0.12500000|Ni:0.12500000|O:0.50000000|S:0.12500000,F;Li;Ni;O;S,5,2,Triclinic,0.0015092164062471,4.1658,True,icsd-180391,,2021-02-05 11:57:07.142000+00:00,oxygen_scope_exclusion,contains oxygen; outside the declared Li-S scope,-6.387591065369237,0.31435768037355644,8.126432780946942,131,not_applicable
2026.04.13,mp-942701,LiCoSO4F,Co:0.12500000|F:0.12500000|Li:0.12500000|O:0.50000000|S:0.12500000,Co;F;Li;O;S,5,2,Triclinic,0.0072727362500062,2.9190000000000005,False,icsd-167202,,2020-07-15 05:47:48.956000+00:00,oxygen_scope_exclusion,contains oxygen; outside the declared Li-S scope,-6.81400440401307,0.38964369233318,9.175649016968755,160,not_applicable
2026.04.13,mp-942702,LiMnSO4F,F:0.12500000|Li:0.12500000|Mn:0.12500000|O:0.50000000|S:0.12500000,F;Li;Mn;O;S,5,2,Triclinic,0.0124439789062327,3.9043,True,,,2020-11-10 20:25:32.762000+00:00,oxygen_scope_exclusion,contains oxygen; outside the declared Li-S scope,-6.59792740402842,0.29728327092163576,5.51778051996626,152,not_applicable
2026.04.13,mp-950995,Li6PS5I,I:0.07692308|Li:0.46153846|P:0.07692308|S:0.38461538,I;Li;P;S,4,9,Monoclinic,0.0021249259615379,2.2742,False,icsd-421083,,2023-10-08 10:06:02.445000+00:00,obelix_composition_reference,measured composition in OBELiX,-5.072110358849751,0.13668472797203743,0.38663736651717295,45,not_applicable
2026.04.13,mp-985582,Li6PS5I,I:0.07692308|Li:0.46153846|P:0.07692308|S:0.38461538,I;Li;P;S,4,216,Cubic,0.0189371801923066,2.0205,True,,,2021-02-15 23:35:18.502000+00:00,obelix_composition_reference,measured composition in OBELiX,-5.072110358849751,0.13668472797203743,0.38663736651717295,46,not_applicable
2026.04.13,mp-985583,Li3PS4,Li:0.37500000|P:0.12500000|S:0.50000000,Li;P;S,3,62,Orthorhombic,0.0,2.8095035353998923,True,,,2023-10-07 19:40:26.619000+00:00,obelix_composition_reference,measured composition in OBELiX,-6.05437137073699,0.15413781012775285,0.453037115432668,105,not_applicable
