database_version,material_id,formula,composition_key,elements,n_elements,spacegroup_no,crystal_system,e_above_hull,band_gap,theoretical,icsd_ids,pauling_ids,last_updated
2026.04.13,mp-754856,Li7Y7ZrS16,Li:0.22580645|S:0.51612903|Y:0.22580645|Zr:0.03225806,Li;S;Y;Zr,4,10,Monoclinic,0.006665655483870658,1.7430999999999996,True,,,2021-02-09 00:15:45.132000+00:00
2026.04.13,mp-755139,Li5BiS4,Bi:0.10000000|Li:0.50000000|S:0.40000000,Bi;Li;S,3,71,Orthorhombic,0.045051347999999436,1.7858000000000005,True,,,2021-02-24 03:13:47.481000+00:00
2026.04.13,mp-755243,Li5CuSO2,Cu:0.11111111|Li:0.55555556|O:0.22222222|S:0.11111111,Cu;Li;O;S,4,123,Tetragonal,0.045453221840276115,2.3831999999999995,True,,,2021-02-20 15:33:30.609000+00:00
2026.04.13,mp-755309,Li3NbS4,Li:0.37500000|Nb:0.12500000|S:0.50000000,Li;Nb;S,3,215,Cubic,0.007749648684209021,2.7598,True,,,2023-10-08 06:55:16.125000+00:00
2026.04.13,mp-755463,Li3SbS3,Li:0.42857143|S:0.42857143|Sb:0.14285714,Li;S;Sb,3,148,Trigonal,0.03847656642857089,2.0987999999999998,True,,,2021-02-24 15:25:42.395000+00:00
2026.04.13,mp-755642,Li3VS4,Li:0.37500000|S:0.50000000|V:0.12500000,Li;S;V,3,31,Orthorhombic,0.03682002874999846,1.6175,True,,,2021-02-16 13:05:35.865000+00:00
2026.04.13,mp-756198,Li14Mn2S9,Li:0.56000000|Mn:0.08000000|S:0.36000000,Li;Mn;S,3,147,Trigonal,0.00026434520000417905,1.7707,True,,,2021-12-30 05:01:13.118000+00:00
2026.04.13,mp-756316,Li3SbS4,Li:0.37500000|S:0.50000000|Sb:0.12500000,Li;S;Sb,3,31,Orthorhombic,0.0,2.1452,True,,,2021-03-14 07:02:38.944000+00:00
2026.04.13,mp-756490,Li6MnS4,Li:0.54545455|Mn:0.09090909|S:0.36363636,Li;Mn;S,3,137,Tetragonal,0.0,1.8486,True,,,2023-10-08 06:10:38.088000+00:00
2026.04.13,mp-756811,Li4TiS4,Li:0.44444444|S:0.44444444|Ti:0.11111111,Li;S;Ti,3,63,Orthorhombic,0.025013956944444082,2.1619,True,,,2021-02-20 09:30:30.900000+00:00
2026.04.13,mp-758969,Li2Mn(SO4)2,Li:0.15384615|Mn:0.07692308|O:0.61538462|S:0.15384615,Li;Mn;O;S,4,61,Orthorhombic,0.013533118653845655,4.3788,True,,,2021-02-06 11:29:29.275000+00:00
2026.04.13,mp-759347,Li2V(SO4)2,Li:0.15384615|O:0.61538462|S:0.15384615|V:0.07692308,Li;O;S;V,4,61,Orthorhombic,0.03629283257085092,3.4122000000000003,True,,,2021-02-05 10:27:58.554000+00:00
2026.04.13,mp-760375,Li3VS4,Li:0.37500000|S:0.50000000|V:0.12500000,Li;S;V,3,215,Cubic,0.0,1.8832,True,,,2023-10-07 13:13:42.404000+00:00
2026.04.13,mp-760415,Li3SbS4,Li:0.37500000|S:0.50000000|Sb:0.12500000,Li;S;Sb,3,121,Tetragonal,0.004864941874998863,2.0975,True,,,2023-10-08 05:30:55.298000+00:00
2026.04.13,mp-764857,Li2Ni2(SO4)3,Li:0.10526316|Ni:0.10526316|O:0.63157895|S:0.15789474,Li;Ni;O;S,4,61,Orthorhombic,0.03846968756578928,3.6558,True,,,2014-04-17 08:06:36+00:00
2026.04.13,mp-765354,Li2Co2(SO4)3,Co:0.10526316|Li:0.10526316|O:0.63157895|S:0.15789474,Co;Li;O;S,4,61,Orthorhombic,0.03242996203947435,2.7744,True,,,2019-11-05 09:30:52.090000+00:00
2026.04.13,mp-766088,LiCr3Ni(SO4)6,Cr:0.08571429|Li:0.02857143|Ni:0.02857143|O:0.68571429|S:0.17142857,Cr;Li;Ni;O;S,5,1,Triclinic,0.009440651035711234,2.3309,True,,,2021-02-23 14:14:49.631000+00:00
2026.04.13,mp-766506,Li3CuS2,Cu:0.16666667|Li:0.50000000|S:0.33333333,Cu;Li;S,3,206,Cubic,0.018447646458331413,2.0526000000000004,True,,,2022-01-01 06:57:11.433000+00:00
2026.04.13,mp-766540,Li4TiS4,Li:0.44444444|S:0.44444444|Ti:0.11111111,Li;S;Ti,3,62,Orthorhombic,0.0,2.3658,True,,,2022-04-29 02:26:54.375000+00:00
2026.04.13,mp-767165,K2LiVS4,K:0.25000000|Li:0.12500000|S:0.50000000|V:0.12500000,K;Li;S;V,4,9,Monoclinic,0.0,1.5185,True,,,2021-02-15 20:51:00.056000+00:00
2026.04.13,mp-768590,Li2Ni2(SO4)3,Li:0.10526316|Ni:0.10526316|O:0.63157895|S:0.15789474,Li;Ni;O;S,4,15,Monoclinic,0.015751782500000644,3.5479000000000003,True,,,2021-02-23 08:58:09.705000+00:00
2026.04.13,mp-768659,Li2Co2(SO4)3,Co:0.10526316|Li:0.10526316|O:0.63157895|S:0.15789474,Co;Li;O;S,4,15,Monoclinic,0.036282792763159044,2.703,True,,,2021-02-24 02:57:15.190000+00:00
2026.04.13,mp-768742,Li2Mn2(SO4)3,Li:0.10526316|Mn:0.10526316|O:0.63157895|S:0.15789474,Li;Mn;O;S,4,15,Monoclinic,0.012794903157892001,4.3938,True,,,2021-02-23 06:21:10.890000+00:00
2026.04.13,mp-768755,Li2Sn2(SO4)3,Li:0.10526316|O:0.63157895|S:0.15789474|Sn:0.10526316,Li;O;S;Sn,4,60,Orthorhombic,0.03514805328946835,3.9623,True,,,2021-02-24 09:41:34.122000+00:00
2026.04.13,mp-768831,Li2Fe2(SO4)3,Fe:0.10526316|Li:0.10526316|O:0.63157895|S:0.15789474,Fe;Li;O;S,4,15,Monoclinic,0.01661025276314909,4.2958,True,,,2021-02-15 20:52:58.069000+00:00
2026.04.13,mp-769287,Li2TiS2O,Li:0.33333333|O:0.16666667|S:0.33333333|Ti:0.16666667,Li;O;S;Ti,4,14,Monoclinic,0.027613073564816126,2.2463,True,,,2021-02-24 13:20:57.242000+00:00
2026.04.13,mp-769549,LiZnCr3(SO4)6,Cr:0.08571429|Li:0.02857143|O:0.68571429|S:0.17142857|Zn:0.02857143,Cr;Li;O;S;Zn,5,1,Triclinic,0.010758301249997437,2.2921,True,,,2021-02-17 00:38:54.203000+00:00
2026.04.13,mp-769554,LiMgCr3(SO4)6,Cr:0.08571429|Li:0.02857143|Mg:0.02857143|O:0.68571429|S:0.17142857,Cr;Li;Mg;O;S,5,1,Triclinic,0.008685567750004175,2.4161,True,,,2021-02-23 13:27:35.950000+00:00
2026.04.13,mp-770191,Li2V2(SO4)3,Li:0.10526316|O:0.63157895|S:0.15789474|V:0.10526316,Li;O;S;V,4,60,Orthorhombic,0.046455135886422916,3.4617999999999998,True,,,2021-02-06 11:43:01.434000+00:00
2026.04.13,mp-770383,Li2Cr2(SO4)3,Cr:0.10526316|Li:0.10526316|O:0.63157895|S:0.15789474,Cr;Li;O;S,4,15,Monoclinic,0.04884403287594452,2.2954,True,,,2021-02-17 00:46:43.559000+00:00
2026.04.13,mp-770410,Li2Cr2(SO4)3,Cr:0.10526316|Li:0.10526316|O:0.63157895|S:0.15789474,Cr;Li;O;S,4,60,Orthorhombic,0.04576767366541734,2.5069999999999997,True,,,2021-02-05 18:53:22.301000+00:00
2026.04.13,mp-771819,LiFe(SO4)2,Fe:0.08333333|Li:0.08333333|O:0.66666667|S:0.16666667,Fe;Li;O;S,4,1,Triclinic,0.020576667256950287,2.0517,True,,,2021-02-23 18:17:12.110000+00:00
2026.04.13,mp-771941,LiV(SO4)2,Li:0.08333333|O:0.66666667|S:0.16666667|V:0.08333333,Li;O;S;V,4,1,Triclinic,0.014586994652780128,1.8683,True,,,2021-02-04 10:50:26.220000+00:00
2026.04.13,mp-773160,LiCrCSO7,C:0.09090909|Cr:0.09090909|Li:0.09090909|O:0.63636364|S:0.09090909,C;Cr;Li;O;S,5,4,Monoclinic,0.037364464374999073,2.5005,True,,,2021-03-10 01:30:02.058000+00:00
2026.04.13,mp-7744,LiSO3F,F:0.16666667|Li:0.16666667|O:0.50000000|S:0.16666667,F;Li;O;S,4,12,Monoclinic,0.0,5.7916,False,icsd-1384,,2021-03-09 21:04:05.544000+00:00
2026.04.13,mp-774736,LiCuS,Cu:0.33333333|Li:0.33333333|S:0.33333333,Cu;Li;S,3,9,Monoclinic,0.005218714513887335,1.6984,True,,,2014-02-20 10:21:10+00:00
2026.04.13,mp-774907,KLiZnS2,K:0.20000000|Li:0.20000000|S:0.40000000|Zn:0.20000000,K;Li;S;Zn,4,119,Tetragonal,0.0,2.4361,True,,,2022-09-16 23:26:05.112000+00:00
2026.04.13,mp-775806,Li3SbS3,Li:0.42857143|S:0.42857143|Sb:0.14285714,Li;S;Sb,3,14,Monoclinic,0.03977563732142819,2.2886,True,,,2021-02-05 05:01:42.910000+00:00
2026.04.13,mp-776423,Li6Ni2C4SO16,C:0.13793103|Li:0.20689655|Ni:0.06896552|O:0.55172414|S:0.03448276,C;Li;Ni;O;S,5,203,Cubic,0.04172341818965819,3.6761,True,,,2021-02-16 21:39:36.872000+00:00
2026.04.13,mp-776761,LiCr(SO4)2,Cr:0.08333333|Li:0.08333333|O:0.66666667|S:0.16666667,Cr;Li;O;S,4,1,Triclinic,0.021807854409722438,2.1597,True,,,2021-02-20 04:38:18.529000+00:00
2026.04.13,mp-777573,Li2Fe2(SO4)3,Fe:0.10526316|Li:0.10526316|O:0.63157895|S:0.15789474,Fe;Li;O;S,4,60,Orthorhombic,0.008113624736832747,3.8848000000000003,True,,,2021-02-21 17:27:20.394000+00:00
2026.04.13,mp-777817,Li2Mn2(SO4)3,Li:0.10526316|Mn:0.10526316|O:0.63157895|S:0.15789474,Li;Mn;O;S,4,60,Orthorhombic,0.004813057499997164,4.4361,True,,,2021-02-05 08:42:04.684000+00:00
2026.04.13,mp-777931,Li2Sn2(SO4)3,Li:0.10526316|O:0.63157895|S:0.15789474|Sn:0.10526316,Li;O;S;Sn,4,61,Orthorhombic,0.031441868421047126,3.8156,True,,,2014-03-11 10:28:30+00:00
2026.04.13,mp-778578,Li2Co2(SO4)3,Co:0.10526316|Li:0.10526316|O:0.63157895|S:0.15789474,Co;Li;O;S,4,60,Orthorhombic,0.012899810657895472,2.9645,True,,,2021-02-05 15:50:45.632000+00:00
2026.04.13,mp-779809,LiSb(SO4)2,Li:0.08333333|O:0.66666667|S:0.16666667|Sb:0.08333333,Li;O;S;Sb,4,7,Monoclinic,0.025203409062519277,3.2512,True,,,2020-04-29 10:04:54.314000+00:00
2026.04.13,mp-780338,LiCr(SO4)2,Cr:0.08333333|Li:0.08333333|O:0.66666667|S:0.16666667,Cr;Li;O;S,4,7,Monoclinic,0.022433159583334472,2.136,True,,,2021-02-05 04:54:17.621000+00:00
2026.04.13,mp-780523,LiFe(SO4)2,Fe:0.08333333|Li:0.08333333|O:0.66666667|S:0.16666667,Fe;Li;O;S,4,7,Monoclinic,0.027069799375006198,1.9499000000000002,True,,,2021-02-06 06:59:27.253000+00:00
2026.04.13,mp-780594,Li2Fe(SO4)2,Fe:0.07692308|Li:0.15384615|O:0.61538462|S:0.15384615,Fe;Li;O;S,4,61,Orthorhombic,0.0075716631730724515,4.5495,True,,,2021-02-05 20:56:03.358000+00:00
2026.04.13,mp-8430,KLiS,K:0.33333333|Li:0.33333333|S:0.33333333,K;Li;S,3,129,Tetragonal,0.0,3.0571,False,icsd-290450;icsd-47229,,2022-09-16 22:50:31.301000+00:00
2026.04.13,mp-8452,NaLiS,Li:0.33333333|Na:0.33333333|S:0.33333333,Li;Na;S,3,129,Tetragonal,0.0,2.2642,False,icsd-61091,,2023-10-07 23:35:27.492000+00:00
2026.04.13,mp-849740,LiFe(SO4)2,Fe:0.08333333|Li:0.08333333|O:0.66666667|S:0.16666667,Fe;Li;O;S,4,1,Triclinic,0.028249122256950088,2.0749,True,,,2021-02-24 04:40:08.570000+00:00
2026.04.13,mp-850862,Li2Cr(SO4)2,Cr:0.07692308|Li:0.15384615|O:0.61538462|S:0.15384615,Cr;Li;O;S,4,61,Orthorhombic,0.03595240469780503,2.3360999999999996,True,,,2021-02-06 07:47:47.831000+00:00
2026.04.13,mp-850927,Li2Co(SO4)2,Co:0.07692308|Li:0.15384615|O:0.61538462|S:0.15384615,Co;Li;O;S,4,61,Orthorhombic,0.0086382949038466,3.0926,True,,,2021-02-06 04:55:13.382000+00:00
2026.04.13,mp-853967,LiCuS,Cu:0.33333333|Li:0.33333333|S:0.33333333,Cu;Li;S,3,70,Orthorhombic,0.005550737013887641,1.5648000000000004,True,,,2023-10-07 13:11:38.106000+00:00
2026.04.13,mp-861182,Li4TiS4,Li:0.44444444|S:0.44444444|Ti:0.11111111,Li;S;Ti,3,121,Tetragonal,0.011638242500000118,2.4707,True,,,2023-10-07 19:40:52.012000+00:00
2026.04.13,mp-861184,Li2WS4,Li:0.28571429|S:0.57142857|W:0.14285714,Li;S;W,3,111,Tetragonal,0.03673026285714176,1.9196,True,,,2023-10-07 08:54:22.325000+00:00
2026.04.13,mp-861449,LiCr(SO4)2,Cr:0.08333333|Li:0.08333333|O:0.66666667|S:0.16666667,Cr;Li;O;S,4,1,Triclinic,0.025767500798612453,2.2689,True,,,2021-02-23 04:22:48.827000+00:00
2026.04.13,mp-8751,RbLiS,Li:0.33333333|Rb:0.33333333|S:0.33333333,Li;Rb;S,3,129,Tetragonal,0.0,2.745,False,icsd-67254,,2022-09-16 22:13:31.435000+00:00
2026.04.13,mp-942700,LiNiSO4F,F:0.12500000|Li:0.12500000|Ni:0.12500000|O:0.50000000|S:0.12500000,F;Li;Ni;O;S,5,2,Triclinic,0.001509216406247127,4.1658,True,icsd-180391,,2021-02-05 11:57:07.142000+00:00
2026.04.13,mp-942701,LiCoSO4F,Co:0.12500000|F:0.12500000|Li:0.12500000|O:0.50000000|S:0.12500000,Co;F;Li;O;S,5,2,Triclinic,0.00727273625000624,2.9190000000000005,False,icsd-167202,,2020-07-15 05:47:48.956000+00:00
2026.04.13,mp-942702,LiMnSO4F,F:0.12500000|Li:0.12500000|Mn:0.12500000|O:0.50000000|S:0.12500000,F;Li;Mn;O;S,5,2,Triclinic,0.012443978906232722,3.9043,True,,,2020-11-10 20:25:32.762000+00:00
2026.04.13,mp-950995,Li6PS5I,I:0.07692308|Li:0.46153846|P:0.07692308|S:0.38461538,I;Li;P;S,4,9,Monoclinic,0.0021249259615379046,2.2742,False,icsd-421083,,2023-10-08 10:06:02.445000+00:00
2026.04.13,mp-985582,Li6PS5I,I:0.07692308|Li:0.46153846|P:0.07692308|S:0.38461538,I;Li;P;S,4,216,Cubic,0.018937180192306613,2.0205,True,,,2021-02-15 23:35:18.502000+00:00
2026.04.13,mp-985583,Li3PS4,Li:0.37500000|P:0.12500000|S:0.50000000,Li;P;S,3,62,Orthorhombic,0.0,2.8095035353998923,True,,,2023-10-07 19:40:26.619000+00:00
